4553878;115
6021246;115
50438942;115

381350;116
19639642;116
22441425;116
23134044;116

2060022;117
14997830;117
21423926;117
8886000;117

2497954;118
20486276;118
50438940;118
50438947;118

22287978;119
50438948;119
7626299;119

596485;120
9889234;120
50438941;120
50438955;120

2713398;121
50438953;121

50438957;122
4933884;122
6833335;122
6833369;122
7726667;122
15014726;122
25362570;122
9099681;122
22288453;122
50438946;122
50438950;122
50438951;122
4825752;122
5536870;122
13660397;122
36494451;122
50438952;122
5218720;122
19554960;122
19555118;122
7406455;122
50438944;122
50438949;122
36754215;122
8335111;122
4178989;122
5218720;122

50438958;123
31800496;123

36448803;124
36448035;124

50439045;125
36929087;125

50439047;126
33929537;126

50439048;127
35847997;127
